MemberName,RegPointH,RegPointV,CRectLeft,CRectTop,CRectRight,CRectBottom,SRectLeft,SRectTop,SRectRight,SRectBottom,BRectLeft,BRectTop,BRectRight,BRectBottom
h_srp_ey_004_2_0,-28,75,0,0,20,10,167,149,231,181,129,150,193,182
h_sad_ey_004_2_0,-28,74,0,0,20,9,167,149,231,181,129,150,193,182
h_eyb_ey_004_2_0,-28,73,0,0,20,8,167,149,231,181,129,150,193,182
h_std_ey_004_3_0,-28,71,0,0,17,5,167,149,231,181,129,150,193,182
h_sml_ey_004_3_0,-27,72,0,0,19,6,167,149,231,181,129,150,193,182
h_agr_ey_004_3_0,-27,73,0,0,19,7,167,149,231,181,129,150,193,182
h_srp_ey_004_3_0,-27,73,0,0,19,7,167,149,231,181,129,150,193,182
h_sad_ey_004_3_0,-27,73,0,0,19,7,167,149,231,181,129,150,193,182
h_eyb_ey_004_3_0,-27,72,0,0,19,6,167,149,231,181,129,150,193,182
h_std_ey_005_1_0,-40,72,0,0,6,5,167,149,231,181,129,150,193,182
h_sml_ey_005_1_0,0,72,0,0,45,73,167,149,231,181,129,150,193,182
h_agr_ey_005_1_0,0,73,0,0,46,74,167,149,231,181,129,150,193,182
h_srp_ey_005_1_0,0,73,0,0,45,74,167,149,231,181,129,150,193,182
h_sad_ey_005_1_0,0,73,0,0,45,74,167,149,231,181,129,150,193,182
h_eyb_ey_005_1_0,-41,72,0,0,6,4,167,149,231,181,129,150,193,182
h_std_ey_005_2_0,-33,74,0,0,15,8,167,149,231,181,129,150,193,182
h_sml_ey_005_2_0,0,74,0,0,48,75,167,149,231,181,129,150,193,182
h_agr_ey_005_2_0,0,75,0,0,48,76,167,149,231,181,129,150,193,182
h_srp_ey_005_2_0,0,75,0,0,48,76,167,149,231,181,129,150,193,182
h_sad_ey_005_2_0,0,74,0,0,48,75,167,149,231,181,129,150,193,182
h_eyb_ey_005_2_0,-34,74,0,0,13,8,167,149,231,181,129,150,193,182
h_std_ey_005_3_0,-29,72,0,0,15,5,167,149,231,181,129,150,193,182
h_sml_ey_005_3_0,0,72,0,0,44,73,167,149,231,181,129,150,193,182
h_agr_ey_005_3_0,0,73,0,0,44,74,167,149,231,181,129,150,193,182
h_srp_ey_005_3_0,0,73,0,0,43,74,167,149,231,181,129,150,193,182
h_sad_ey_005_3_0,0,73,0,0,44,74,167,149,231,181,129,150,193,182
h_eyb_ey_005_3_0,-30,72,0,0,13,5,167,149,231,181,129,150,193,182
h_std_ey_006_1_0,-40,72,0,0,6,5,167,149,231,181,129,150,193,182
h_sml_ey_006_1_0,-39,72,0,0,7,5,167,149,231,181,129,150,193,182
h_agr_ey_006_1_0,-40,72,0,0,6,5,167,149,231,181,129,150,193,182
h_srp_ey_006_1_0,-40,73,0,0,5,6,167,149,231,181,129,150,193,182
h_sad_ey_006_1_0,-39,72,0,0,7,5,167,149,231,181,129,150,193,182
h_eyb_ey_006_1_0,-40,72,0,0,5,5,167,149,231,181,129,150,193,182
h_std_ey_006_2_0,-33,74,0,0,13,8,167,149,231,181,129,150,193,182
h_sml_ey_006_2_0,-33,74,0,0,13,8,167,149,231,181,129,150,193,182
h_agr_ey_006_2_0,-34,74,0,0,12,8,167,149,231,181,129,150,193,182
h_srp_ey_006_2_0,-34,75,0,0,12,9,167,149,231,181,129,150,193,182
h_sad_ey_006_2_0,-33,73,0,0,13,7,167,149,231,181,129,150,193,182
h_eyb_ey_006_2_0,-34,74,0,0,12,8,167,149,231,181,129,150,193,182
h_std_ey_006_3_0,-29,72,0,0,15,5,167,149,231,181,129,150,193,182
h_sml_ey_006_3_0,-29,72,0,0,15,5,167,149,231,181,129,150,193,182
h_agr_ey_006_3_0,-30,73,0,0,14,6,167,149,231,181,129,150,193,182
h_srp_ey_006_3_0,-30,73,0,0,13,6,167,149,231,181,129,150,193,182
h_sad_ey_006_3_0,-29,73,0,0,15,6,167,149,231,181,129,150,193,182
h_eyb_ey_006_3_0,-30,72,0,0,13,5,167,149,231,181,129,150,193,182
h_std_ey_007_1_0,-40,72,0,0,5,4,167,149,231,181,129,150,193,182
h_sml_ey_007_1_0,-39,72,0,0,6,4,167,149,231,181,129,150,193,182
h_agr_ey_007_1_0,-40,72,0,0,6,4,167,149,231,181,129,150,193,182
h_srp_ey_007_1_0,-40,73,0,0,5,6,167,149,231,181,129,150,193,182
h_sad_ey_007_1_0,-39,72,0,0,6,4,167,149,231,181,129,150,193,182
h_eyb_ey_007_1_0,-40,72,0,0,5,5,167,149,231,181,129,150,193,182
h_std_ey_007_2_0,-34,73,0,0,12,6,167,149,231,181,129,150,193,182
h_sml_ey_007_2_0,-34,73,0,0,12,6,167,149,231,181,129,150,193,182
h_agr_ey_007_2_0,-35,74,0,0,11,7,167,149,231,181,129,150,193,182
h_srp_ey_007_2_0,-35,75,0,0,11,9,167,149,231,181,129,150,193,182
h_sad_ey_007_2_0,-34,72,0,0,12,6,167,149,231,181,129,150,193,182
h_eyb_ey_007_2_0,-34,73,0,0,12,7,167,149,231,181,129,150,193,182
h_std_ey_007_3_0,-30,72,0,0,13,4,167,149,231,181,129,150,193,182
h_sml_ey_007_3_0,-30,72,0,0,13,4,167,149,231,181,129,150,193,182
h_agr_ey_007_3_0,-30,73,0,0,13,5,167,149,231,181,129,150,193,182
h_srp_ey_007_3_0,-30,73,0,0,13,6,167,149,231,181,129,150,193,182
h_sad_ey_007_3_0,-30,72,0,0,13,4,167,149,231,181,129,150,193,182
h_eyb_ey_007_3_0,-30,72,0,0,13,5,167,149,231,181,129,150,193,182
h_std_ey_008_0_0,-40,73,0,0,8,5,167,149,231,181,129,150,193,182
h_std_ey_008_1_0,-35,72,0,0,11,5,167,149,231,181,129,150,193,182
h_sml_ey_008_1_0,-35,72,0,0,11,5,167,149,231,181,129,150,193,182
h_agr_ey_008_1_0,-35,73,0,0,11,6,167,149,231,181,129,150,193,182
h_srp_ey_008_1_0,-35,73,0,0,11,6,167,149,231,181,129,150,193,182
h_sad_ey_008_1_0,-35,72,0,0,11,5,167,149,231,181,129,150,193,182
h_eyb_ey_008_1_0,-35,72,0,0,11,5,167,149,231,181,129,150,193,182
h_std_ey_008_2_0,-28,73,0,0,20,8,167,149,231,181,129,150,193,182
h_sml_ey_008_2_0,-28,73,0,0,20,8,167,149,231,181,129,150,193,182
h_agr_ey_008_2_0,-28,74,0,0,20,9,167,149,231,181,129,150,193,182
h_srp_ey_008_2_0,-28,75,0,0,20,10,167,149,231,181,129,150,193,182
h_sad_ey_008_2_0,-28,74,0,0,20,9,167,149,231,181,129,150,193,182
h_eyb_ey_008_2_0,-28,73,0,0,20,8,167,149,231,181,129,150,193,182
h_std_ey_008_3_0,-27,72,0,0,19,6,167,149,231,181,129,150,193,182
h_sml_ey_008_3_0,-27,72,0,0,19,6,167,149,231,181,129,150,193,182
h_agr_ey_008_3_0,-27,73,0,0,19,7,167,149,231,181,129,150,193,182
h_srp_ey_008_3_0,-27,73,0,0,19,7,167,149,231,181,129,150,193,182
h_sad_ey_008_3_0,-27,73,0,0,19,7,167,149,231,181,129,150,193,182
h_eyb_ey_008_3_0,-27,72,0,0,19,6,167,149,231,181,129,150,193,182
h_std_hr_001_0_0,0,88,0,0,47,89,167,149,231,181,129,150,193,182
h_std_hr_001_1_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_std_hr_001_2_0,0,89,0,0,47,90,167,149,231,181,129,150,193,182
h_std_hr_001_3_0,0,89,0,0,47,90,167,149,231,181,129,150,193,182
h_std_hr_001_7_0,0,89,0,0,47,90,167,149,231,181,129,150,193,182
h_spk_hr_001_0_0,0,89,0,0,47,90,167,149,231,181,129,150,193,182
h_spk_hr_001_1_0,0,88,0,0,47,89,167,149,231,181,129,150,193,182
h_spk_hr_001_2_0,0,90,0,0,47,91,167,149,231,181,129,150,193,182
h_spk_hr_001_3_0,0,90,0,0,47,91,167,149,231,181,129,150,193,182
h_spk_hr_001_7_0,0,90,0,0,47,91,167,149,231,181,129,150,193,182
h_std_hr_004_0_0,0,86,0,0,48,87,167,149,231,181,129,150,193,182
h_std_hr_004_1_0,0,86,0,0,47,87,167,149,231,181,129,150,193,182
h_std_hr_004_2_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_std_hr_004_3_0,0,87,0,0,48,88,167,149,231,181,129,150,193,182
h_std_hr_004_7_0,0,86,0,0,48,87,167,149,231,181,129,150,193,182
h_spk_hr_004_0_0,0,87,0,0,48,88,167,149,231,181,129,150,193,182
h_spk_hr_004_1_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_spk_hr_004_2_0,0,88,0,0,47,89,167,149,231,181,129,150,193,182
h_spk_hr_004_3_0,0,88,0,0,48,89,167,149,231,181,129,150,193,182
h_spk_hr_004_7_0,0,87,0,0,48,88,167,149,231,181,129,150,193,182
h_std_hr_005_0_0,-20,84,0,0,30,23,167,149,231,181,129,150,193,182
h_std_hr_005_1_0,0,83,0,0,47,84,167,149,231,181,129,150,193,182
h_std_hr_005_2_0,0,88,0,0,48,89,167,149,231,181,129,150,193,182
h_std_hr_005_3_0,0,85,0,0,57,86,167,149,231,181,129,150,193,182
h_std_hr_005_7_0,0,85,0,0,57,86,167,149,231,181,129,150,193,182
h_spk_hr_005_0_0,-20,84,0,0,30,23,167,149,231,181,129,150,193,182
h_spk_hr_005_1_0,0,84,0,0,47,85,167,149,231,181,129,150,193,182
h_spk_hr_005_2_0,0,88,0,0,49,89,167,149,231,181,129,150,193,182
h_spk_hr_005_3_0,0,85,0,0,57,86,167,149,231,181,129,150,193,182
h_spk_hr_005_7_0,0,85,0,0,57,86,167,149,231,181,129,150,193,182
h_std_hr_006_0_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_std_hr_006_1_0,0,84,0,0,48,85,167,149,231,181,129,150,193,182
h_std_hr_006_2_0,0,86,0,0,48,87,167,149,231,181,129,150,193,182
h_std_hr_006_3_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_std_hr_006_7_0,0,85,0,0,47,86,167,149,231,181,129,150,193,182
h_spk_hr_006_0_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_spk_hr_006_1_0,0,84,0,0,48,85,167,149,231,181,129,150,193,182
h_spk_hr_006_2_0,0,86,0,0,48,87,167,149,231,181,129,150,193,182
h_spk_hr_006_3_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_spk_hr_006_7_0,0,85,0,0,47,86,167,149,231,181,129,150,193,182
h_std_hr_007_0_0,0,87,0,0,48,88,167,149,231,181,129,150,193,182
h_std_hr_007_1_0,0,87,0,0,48,88,167,149,231,181,129,150,193,182
h_std_hr_007_2_0,0,88,0,0,47,89,167,149,231,181,129,150,193,182
h_std_hr_007_3_0,0,88,0,0,48,89,167,149,231,181,129,150,193,182
h_std_hr_007_7_0,0,87,0,0,48,88,167,149,231,181,129,150,193,182
h_spk_hr_007_0_0,0,88,0,0,48,89,167,149,231,181,129,150,193,182
h_spk_hr_007_1_0,0,88,0,0,48,89,167,149,231,181,129,150,193,182
h_spk_hr_007_2_0,0,89,0,0,47,90,167,149,231,181,129,150,193,182
h_spk_hr_007_3_0,0,89,0,0,48,90,167,149,231,181,129,150,193,182
h_spk_hr_007_7_0,0,88,0,0,48,89,167,149,231,181,129,150,193,182
h_std_hr_008_0_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_std_hr_008_1_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_std_hr_008_2_0,0,87,0,0,53,88,167,149,231,181,129,150,193,182
h_std_hr_008_3_0,0,85,0,0,52,86,167,149,231,181,129,150,193,182
h_std_hr_008_7_0,0,86,0,0,52,87,167,149,231,181,129,150,193,182
h_spk_hr_008_0_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_spk_hr_008_1_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_spk_hr_008_2_0,0,87,0,0,53,88,167,149,231,181,129,150,193,182
h_spk_hr_008_3_0,0,86,0,0,53,87,167,149,231,181,129,150,193,182
h_spk_hr_008_7_0,0,86,0,0,52,87,167,149,231,181,129,150,193,182
h_std_hr_009_0_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_std_hr_009_1_0,0,84,0,0,48,85,167,149,231,181,129,150,193,182
h_std_hr_009_2_0,0,87,0,0,49,88,167,149,231,181,129,150,193,182
h_std_hr_009_3_0,0,85,0,0,50,86,167,149,231,181,129,150,193,182
h_std_hr_009_7_0,0,85,0,0,50,86,167,149,231,181,129,150,193,182
h_spk_hr_009_0_0,0,85,0,0,48,86,167,149,231,181,129,150,193,182
h_spk_hr_009_1_0,0,84,0,0,48,85,167,149,231,181,129,150,193,182
h_spk_hr_009_2_0,0,87,0,0,49,88,167,149,231,181,129,150,193,182
h_spk_hr_009_3_0,0,86,0,0,50,87,167,149,231,181,129,150,193,182
h_spk_hr_009_7_0,0,85,0,0,50,86,167,149,231,181,129,150,193,182
h_std_hr_010_0_0,0,90,0,0,49,91,167,149,231,181,129,150,193,182
h_std_hr_010_1_0,0,89,0,0,50,90,167,149,231,181,129,150,193,182
h_std_hr_010_2_0,0,90,0,0,49,91,167,149,231,181,129,150,193,182
h_std_hr_010_3_0,0,90,0,0,51,91,167,149,231,181,129,150,193,182
h_std_hr_010_7_0,0,91,0,0,51,92,167,149,231,181,129,150,193,182
h_spk_hr_010_0_0,0,90,0,0,49,91,167,149,231,181,129,150,193,182
h_spk_hr_010_1_0,0,90,0,0,50,91,167,149,231,181,129,150,193,182
h_spk_hr_010_2_0,0,91,0,0,49,92,167,149,231,181,129,150,193,182
h_spk_hr_010_3_0,0,91,0,0,51,92,167,149,231,181,129,150,193,182
h_spk_hr_010_7_0,0,92,0,0,51,93,167,149,231,181,129,150,193,182
h_std_hr_011_0_0,0,86,0,0,47,87,167,149,231,181,129,150,193,182
h_std_hr_011_1_0,0,86,0,0,47,87,167,149,231,181,129,150,193,182
h_std_hr_011_2_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_std_hr_011_3_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_std_hr_011_7_0,0,86,0,0,47,87,167,149,231,181,129,150,193,182
h_spk_hr_011_0_0,-23,86,0,0,24,25,167,149,231,181,129,150,193,182
h_spk_hr_011_1_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_spk_hr_011_2_0,0,88,0,0,47,89,167,149,231,181,129,150,193,182
h_spk_hr_011_3_0,0,88,0,0,47,89,167,149,231,181,129,150,193,182
h_spk_hr_011_7_0,0,87,0,0,47,88,167,149,231,181,129,150,193,182
h_std_hr_012_0_0,0,83,0,0,52,84,167,149,231,181,129,150,193,182
h_std_hr_012_1_0,0,83,0,0,53,84,167,149,231,181,129,150,193,182
h_std_hr_012_2_0,0,85,0,0,51,86,167,149,231,181,129,150,193,182
h_std_hr_012_3_0,0,85,0,0,47,86,167,149,231,181,129,150,193,182
h_std_hr_012_7_0,0,84,0,0,47,85,167,149,231,181,129,150,193,182
h_spk_hr_012_0_0,0,83,0,0,52,84,167,149,231,181,129,150,193,182
h_spk_hr_012_1_0,0,84,0,0,53,85,167,149,231,181,129,150,193,182
h_spk_hr_012_2_0,0,86,0,0,51,87,167,149,231,181,129,150,193,182
h_spk_hr_012_3_0,0,86,0,0,47,87,167,149,231,181,129,150,193,182
h_spk_hr_012_7_0,0,85,0,0,47,86,167,149,231,181,129,150,193,182
h_std_hr_003_0_0,-20,88,0,0,30,26,167,149,231,181,129,150,193,182
h_std_hr_003_1_0,-20,88,0,0,30,26,167,149,231,181,129,150,193,182
h_std_hr_003_2_0,0,90,0,0,48,91,167,149,231,181,129,150,193,182
h_std_hr_003_3_0,0,90,0,0,52,91,167,149,231,181,129,150,193,182
h_std_hr_003_7_0,0,88,0,0,52,89,167,149,231,181,129,150,193,182
h_spk_hr_003_0_0,0,88,0,0,50,89,167,149,231,181,129,150,193,182
h_spk_hr_003_1_0,-19,90,0,0,30,26,167,149,231,181,129,150,193,182
h_spk_hr_003_2_0,0,90,0,0,48,91,167,149,231,181,129,150,193,182
h_spk_hr_003_3_0,0,90,0,0,52,91,167,149,231,181,129,150,193,182
h_spk_hr_003_7_0,0,88,0,0,52,89,167,149,231,181,129,150,193,182
h_std_hr_002_0_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_std_hr_002_1_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_std_hr_002_2_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_std_hr_002_3_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_std_hr_002_7_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_spk_hr_002_0_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_spk_hr_002_1_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_spk_hr_002_2_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_spk_hr_002_3_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_spk_hr_002_7_0,0,0,0,0,0,0,167,149,231,181,129,150,193,182
h_sit_bd_002_2_0,-26,61,0,0,42,59,167,149,231,181,129,150,193,182
h_std_sh_001_0_0,-21,9,0,0,35,17,167,149,231,181,129,150,193,182
h_std_sh_001_1_0,0,10,0,0,51,18,167,149,231,181,129,150,193,182
h_std_sh_001_2_0,0,12,0,0,56,22,167,149,231,181,129,150,193,182
h_std_sh_001_3_0,0,6,0,0,53,14,167,149,231,181,129,150,193,182
h_std_sh_001_7_0,0,6,0,0,53,13,167,149,231,181,129,150,193,182
h_wlk_sh_001_0_0,-22,15,0,0,26,22,167,149,231,181,129,150,193,182
h_wlk_sh_001_0_1,-15,14,0,0,47,18,167,149,231,181,129,150,193,182
h_wlk_sh_001_0_2,-23,19,0,0,31,27,167,149,231,181,129,150,193,182
h_wlk_sh_001_0_3,-25,15,0,0,25,25,167,149,231,181,129,150,193,182
h_wlk_sh_001_1_0,-24,14,0,0,25,20,167,149,231,181,129,150,193,182
h_wlk_sh_001_1_1,-12,12,0,0,54,17,167,149,231,181,129,150,193,182
h_wlk_sh_001_1_2,-25,13,0,0,26,21,167,149,231,181,129,150,193,182
h_wlk_sh_001_1_3,-13,10,0,0,54,17,167,149,231,181,129,150,193,182
h_wlk_sh_001_2_0,-19,19,0,0,35,22,167,149,231,181,129,150,193,182
h_wlk_sh_001_2_1,-27,14,0,0,24,20,167,149,231,181,129,150,193,182
h_wlk_sh_001_2_2,-24,12,0,0,22,22,167,149,231,181,129,150,193,182
h_wlk_sh_001_2_3,-12,17,0,0,50,20,167,149,231,181,129,150,193,182
h_wlk_sh_001_3_0,-22,17,0,0,31,25,167,149,231,181,129,150,193,182
h_wlk_sh_001_3_1,-21,9,0,0,31,18,167,149,231,181,129,150,193,182
h_wlk_sh_001_3_2,-20,17,0,0,31,25,167,149,231,181,129,150,193,182
h_wlk_sh_001_3_3,-21,9,0,0,31,18,167,149,231,181,129,150,193,182
h_wlk_sh_001_7_0,-20,14,0,0,29,21,167,149,231,181,129,150,193,182
h_wlk_sh_001_7_1,-21,12,0,0,31,21,167,149,231,181,129,150,193,182
h_wlk_sh_001_7_2,-24,14,0,0,29,21,167,149,231,181,129,150,193,182
h_wlk_sh_001_7_3,-21,13,0,0,32,22,167,149,231,181,129,150,193,182
h_sit_sh_001_0_0,-47,41,0,0,24,22,167,149,231,181,129,150,193,182
h_sit_sh_001_2_0,-43,20,0,0,29,18,167,149,231,181,129,150,193,182
h_std_sh_002_0_0,0,9,0,0,56,17,167,149,231,181,129,150,193,182
h_std_sh_002_1_0,0,10,0,0,51,18,167,149,231,181,129,150,193,182
h_std_sh_002_2_0,0,11,0,0,56,21,167,149,231,181,129,150,193,182
h_std_sh_002_3_0,0,6,0,0,53,14,167,149,231,181,129,150,193,182
h_std_sh_002_7_0,0,6,0,0,53,13,167,149,231,181,129,150,193,182
h_wlk_sh_002_0_0,-21,15,0,0,27,22,167,149,231,181,129,150,193,182
h_wlk_sh_002_0_1,-14,14,0,0,48,18,167,149,231,181,129,150,193,182
h_wlk_sh_002_0_2,-23,19,0,0,32,27,167,149,231,181,129,150,193,182
h_wlk_sh_002_0_3,-25,15,0,0,25,25,167,149,231,181,129,150,193,182
h_wlk_sh_002_1_0,-22,14,0,0,27,20,167,149,231,181,129,150,193,182
h_wlk_sh_002_1_1,-12,12,0,0,54,18,167,149,231,181,129,150,193,182
h_wlk_sh_002_1_2,-25,13,0,0,26,21,167,149,231,181,129,150,193,182
h_wlk_sh_002_1_3,-13,11,0,0,54,18,167,149,231,181,129,150,193,182
h_wlk_sh_002_2_0,-19,19,0,0,35,22,167,149,231,181,129,150,193,182
h_wlk_sh_002_2_1,-27,14,0,0,24,21,167,149,231,181,129,150,193,182
h_wlk_sh_002_2_2,-23,12,0,0,23,22,167,149,231,181,129,150,193,182
h_wlk_sh_002_2_3,-11,17,0,0,51,20,167,149,231,181,129,150,193,182
h_wlk_sh_002_3_0,-22,17,0,0,31,25,167,149,231,181,129,150,193,182
h_wlk_sh_002_3_1,-21,9,0,0,31,18,167,149,231,181,129,150,193,182
h_wlk_sh_002_3_2,-20,17,0,0,30,25,167,149,231,181,129,150,193,182
h_wlk_sh_002_3_3,-21,9,0,0,31,18,167,149,231,181,129,150,193,182
h_wlk_sh_002_7_0,-20,14,0,0,30,21,167,149,231,181,129,150,193,182
h_wlk_sh_002_7_1,-20,12,0,0,32,21,167,149,231,181,129,150,193,182
h_wlk_sh_002_7_2,-23,14,0,0,30,21,167,149,231,181,129,150,193,182
h_wlk_sh_002_7_3,-21,12,0,0,32,21,167,149,231,181,129,150,193,182
h_sit_sh_002_0_0,-47,41,0,0,25,22,167,149,231,181,129,150,193,182
h_sit_sh_002_2_0,-43,20,0,0,29,18,167,149,231,181,129,150,193,182
h_std_sh_003_0_0,0,4,0,0,55,13,167,149,231,181,129,150,193,182
h_std_sh_003_1_0,0,8,0,0,51,17,167,149,231,181,129,150,193,182
h_std_sh_003_2_0,0,9,0,0,56,19,167,149,231,181,129,150,193,182
h_std_sh_003_3_0,-22,3,0,0,29,11,167,149,231,181,129,150,193,182
h_std_sh_003_7_0,0,3,0,0,50,11,167,149,231,181,129,150,193,182
h_wlk_sh_003_0_0,-23,11,0,0,22,15,167,149,231,181,129,150,193,182
h_wlk_sh_003_0_1,-14,13,0,0,47,18,167,149,231,181,129,150,193,182
h_wlk_sh_003_0_2,-23,18,0,0,32,27,167,149,231,181,129,150,193,182
h_wlk_sh_003_0_3,-24,13,0,0,26,23,167,149,231,181,129,150,193,182
h_wlk_sh_003_1_0,-22,11,0,0,28,16,167,149,231,181,129,150,193,182
h_wlk_sh_003_1_1,-13,8,0,0,49,14,167,149,231,181,129,150,193,182
h_wlk_sh_003_1_2,-24,14,0,0,27,23,167,149,231,181,129,150,193,182
h_wlk_sh_003_1_3,-12,7,0,0,53,15,167,149,231,181,129,150,193,182
h_wlk_sh_003_2_0,-18,17,0,0,36,20,167,149,231,181,129,150,193,182
h_wlk_sh_003_2_1,-25,13,0,0,23,20,167,149,231,181,129,150,193,182
h_wlk_sh_003_2_2,-22,7,0,0,24,17,167,149,231,181,129,150,193,182
h_wlk_sh_003_2_3,-11,16,0,0,48,19,167,149,231,181,129,150,193,182
h_wlk_sh_003_3_0,-26,10,0,0,23,17,167,149,231,181,129,150,193,182
h_wlk_sh_003_3_1,-24,8,0,0,22,17,167,149,231,181,129,150,193,182
h_wlk_sh_003_3_2,-24,7,0,0,23,15,167,149,231,181,129,150,193,182
h_wlk_sh_003_3_3,-27,8,0,0,22,17,167,149,231,181,129,150,193,182
h_wlk_sh_003_7_0,-23,9,0,0,24,17,167,149,231,181,129,150,193,182
h_wlk_sh_003_7_1,-24,10,0,0,25,20,167,149,231,181,129,150,193,182
h_wlk_sh_003_7_2,-26,9,0,0,24,17,167,149,231,181,129,150,193,182
h_wlk_sh_003_7_3,-24,10,0,0,25,20,167,149,231,181,129,150,193,182
h_sit_sh_003_0_0,-52,40,0,0,19,21,167,149,231,181,129,150,193,182
h_sit_sh_003_2_0,-43,17,0,0,27,16,167,149,231,181,129,150,193,182
h_std_sh_004_0_0,0,9,0,0,55,17,167,149,231,181,129,150,193,182
h_std_sh_004_1_0,0,9,0,0,50,16,167,149,231,181,129,150,193,182
h_std_sh_004_2_0,0,13,0,0,54,22,167,149,231,181,129,150,193,182
h_std_sh_004_3_0,0,6,0,0,51,14,167,149,231,181,129,150,193,182
h_std_sh_004_7_0,0,6,0,0,51,13,167,149,231,181,129,150,193,182
h_wlk_sh_004_0_0,-24,15,0,0,24,22,167,149,231,181,129,150,193,182
h_wlk_sh_004_0_1,-14,13,0,0,48,19,167,149,231,181,129,150,193,182
h_wlk_sh_004_0_2,-22,17,0,0,33,25,167,149,231,181,129,150,193,182
h_wlk_sh_004_0_3,-25,14,0,0,25,24,167,149,231,181,129,150,193,182
h_wlk_sh_004_1_0,-21,14,0,0,28,21,167,149,231,181,129,150,193,182
h_wlk_sh_004_1_1,-14,12,0,0,48,18,167,149,231,181,129,150,193,182
h_wlk_sh_004_1_2,-24,14,0,0,26,21,167,149,231,181,129,150,193,182
h_wlk_sh_004_1_3,-14,7,0,0,50,15,167,149,231,181,129,150,193,182
h_wlk_sh_004_2_0,-19,18,0,0,33,21,167,149,231,181,129,150,193,182
h_wlk_sh_004_2_1,-26,14,0,0,23,21,167,149,231,181,129,150,193,182
h_wlk_sh_004_2_2,-23,16,0,0,23,26,167,149,231,181,129,150,193,182
h_wlk_sh_004_2_3,-13,17,0,0,47,20,167,149,231,181,129,150,193,182
h_wlk_sh_004_3_0,-24,13,0,0,26,21,167,149,231,181,129,150,193,182
h_wlk_sh_004_3_1,-23,8,0,0,25,18,167,149,231,181,129,150,193,182
h_wlk_sh_004_3_2,-23,13,0,0,25,21,167,149,231,181,129,150,193,182
h_wlk_sh_004_3_3,-25,9,0,0,25,18,167,149,231,181,129,150,193,182
h_wlk_sh_004_7_0,-22,15,0,0,27,23,167,149,231,181,129,150,193,182
h_wlk_sh_004_7_1,-22,13,0,0,28,22,167,149,231,181,129,150,193,182
h_wlk_sh_004_7_2,-24,14,0,0,27,22,167,149,231,181,129,150,193,182
h_wlk_sh_004_7_3,-23,13,0,0,28,22,167,149,231,181,129,150,193,182
h_sit_sh_004_0_0,-48,40,0,0,22,21,167,149,231,181,129,150,193,182
h_sit_sh_004_2_0,-43,19,0,0,28,18,167,149,231,181,129,150,193,182
h_std_sh_005_0_0,0,9,0,0,56,17,167,149,231,181,129,150,193,182
h_std_sh_005_1_0,0,10,0,0,51,18,167,149,231,181,129,150,193,182
h_std_sh_005_2_0,0,10,0,0,56,20,167,149,231,181,129,150,193,182
h_std_sh_005_3_0,0,6,0,0,53,14,167,149,231,181,129,150,193,182
h_std_sh_005_7_0,0,6,0,0,53,13,167,149,231,181,129,150,193,182
h_wlk_sh_005_0_0,-21,15,0,0,27,22,167,149,231,181,129,150,193,182
h_wlk_sh_005_0_1,-15,14,0,0,47,18,167,149,231,181,129,150,193,182
h_wlk_sh_005_0_2,-23,19,0,0,31,27,167,149,231,181,129,150,193,182
h_wlk_sh_005_0_3,-25,15,0,0,25,25,167,149,231,181,129,150,193,182
h_wlk_sh_005_1_0,-24,14,0,0,25,20,167,149,231,181,129,150,193,182
h_wlk_sh_005_1_1,-12,12,0,0,54,17,167,149,231,181,129,150,193,182
h_wlk_sh_005_1_2,-25,13,0,0,26,21,167,149,231,181,129,150,193,182
h_wlk_sh_005_1_3,-13,11,0,0,54,18,167,149,231,181,129,150,193,182
h_wlk_sh_005_2_0,-19,19,0,0,35,22,167,149,231,181,129,150,193,182
h_wlk_sh_005_2_1,-27,14,0,0,24,20,167,149,231,181,129,150,193,182
